"IDOferty","CenaPLN","KM","Marka","Model","LiczbaDrzwi","PojemnoscSkokowa","PrzebiegKm","RodzajPaliwa","RokProdukcji","Kolor","KrajPochodzenia","PojazdUszkodzony","SkrzyniaBiegow"
19171,48900,115,"Opel","Vivaro","4/5",2000,145000,"olej napędowy (diesel)",2007,"srebrny-metallic","Polska","Nie","manualna"
19172,22500,90,"Peugeot","307","4/5",1560,148000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
19173,15900,54,"Skoda","Fabia","4/5",1198,61700,"benzyna",2004,"srebrny-metallic","Polska","Nie","manualna"
19174,23900,130,"Volkswagen","Passat","4/5",1896,194000,"olej napędowy (diesel)",2003,"czarny-metallic","Niemcy","Nie","manualna"
19175,22900,80,"Opel","Corsa","4/5",1229,49800,"benzyna",2007,"czarny-metallic","Polska","Nie","manualna"
19176,19500,75,"Toyota","Yaris","4/5",1400,148560,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
19178,46000,140,"Audi","A6","4/5",1968,181000,"olej napędowy (diesel)",2006,"szary-metallic","Polska","Nie","automatyczna"
19179,34900,197,"Mercedes-Benz","S 320","4/5",3222,208000,"olej napędowy (diesel)",2001,"srebrny-metallic","Niemcy","Nie","automatyczna"
19180,30900,73,"Peugeot","207","4/5",1360,66000,"benzyna",2009,"grafitowy-metallic","Polska","Nie","manualna"
19181,21000,81,"Renault","Laguna","4/5",1900,180000,"olej napędowy (diesel)",2005,"grafitowy-metallic","Niemcy","Nie","manualna"
19182,14700,125,"Ford","Mondeo","4/5",1800,112000,"benzyna",2002,"zielony-metallic","Niemcy","Nie","manualna"
19184,10900,90,"Ford","Focus","4/5",1753,173000,"olej napędowy (diesel)",2002,"zielony-metallic","Polska","Nie","manualna"
19185,8900,78,"Fiat","Grande Punto","4/5",1368,50000,"benzyna",2006,"czarny-metallic","Niemcy","Tak","manualna"
19186,29900,75,"Fiat","Linea","4/5",1400,18000,"benzyna",2010,"bezowy-metallic","Polska","Nie","manualna"
19188,21990,77,"Fiat","Grande Punto","2/3",1400,50045,"benzyna",2006,"srebrny-metallic","Polska","Nie","manualna"
19189,31990,90,"Peugeot","307","4/5",1600,93748,"olej napędowy (diesel)",2007,"grafitowy-metallic","Polska","Nie","manualna"
19190,34900,120,"Fiat","Croma","4/5",1900,122000,"olej napędowy (diesel)",2009,"bordowy-metallic","Francja","Nie","manualna"
19191,26900,150,"Opel","Astra","4/5",1910,112000,"olej napędowy (diesel)",2005,"granatowy-metallic","Niemcy","Nie","manualna"
19192,13900,115,"Ford","Mondeo","4/5",1998,235000,"olej napędowy (diesel)",2003,"szary-metallic","Niemcy","Nie","manualna"
19193,16900,106,"Opel","Meriva","4/5",1600,55000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19194,7999,75,"Renault","Clio","2/3",1149,174000,"benzyna",2001,"zielony-metallic","Polska","Nie","manualna"
19195,29300,136,"Volkswagen","Passat","4/5",2000,154120,"olej napędowy (diesel)",2005,"szary-metallic","Niemcy","Nie","manualna"
19196,21600,70,"Peugeot","307","4/5",1400,183000,"olej napędowy (diesel)",2005,"bialy","Polska","Nie","manualna"
19197,31900,110,"Toyota","Corolla Verso","4/5",1600,138000,"benzyna",2005,"srebrny-metallic","Niemcy","Nie","manualna"
19198,34500,120,"Opel","Zafira","4/5",1900,86000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
19199,15900,95,"Mercedes-Benz","A 170","4/5",1689,180000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19201,21900,120,"Renault","Espace","4/5",1870,175000,"olej napędowy (diesel)",2004,"zloty-metallic","Francja","Nie","manualna"
19202,5300,54,"Fiat","Seicento","2/3",1108,97000,"benzyna",2003,"niebieski","Polska","Nie","manualna"
19203,39000,150,"Renault","Vel Satis","4/5",1995,140000,"olej napędowy (diesel)",2008,"granatowy-metallic","Francja","Nie","manualna"
19204,28900,116,"Peugeot","407","4/5",1800,70000,"benzyna",2004,"bordowy-metallic","Polska","Nie","manualna"
19205,20900,131,"Volkswagen","Passat","4/5",1900,204000,"olej napędowy (diesel)",2003,"szary","Niemcy","Nie","manualna"
19206,34800,116,"Toyota","Avensis","4/5",1995,148000,"olej napędowy (diesel)",2005,"czarny-metallic","Polska","Nie","manualna"
19207,54000,140,"Audi","A6","4/5",2000,160000,"olej napędowy (diesel)",2007,"grafitowy-metallic","Niemcy","Nie","manualna"
19209,8000,43,"Renault","Twingo","2/3",1200,60000,"benzyna",2002,"czarny","Polska","Nie","manualna"
19210,8900,58,"Opel","Corsa","2/3",973,124348,"benzyna",2001,"czerwony-metallic","Niemcy","Nie","manualna"
19211,36900,140,"Audi","A4","4/5",1968,180000,"olej napędowy (diesel)",2005,"srebrny-metallic","Polska","Nie","manualna"
19212,21000,130,"Volkswagen","Polo","2/3",1900,48000,"olej napędowy (diesel)",2006,"czarny-metallic","Francja","Tak","manualna"
19213,26900,90,"Opel","Corsa","2/3",1364,48000,"benzyna",2009,"bialy","Niemcy","Nie","manualna"
19214,22900,90,"Opel","Astra","4/5",1364,92000,"benzyna",2007,"czarny","Polska","Nie","manualna"
19215,48000,150,"Volkswagen","Multivan","4/5",2500,250000,"olej napędowy (diesel)",2001,"srebrny-metallic","Niemcy","Nie","manualna"
19216,52000,131,"Volkswagen","Transporter","4/5",2500,221000,"olej napędowy (diesel)",2005,"srebrny-metallic","Niemcy","Nie","manualna"
19218,44000,100,"Toyota","Auris","4/5",1300,6000,"benzyna",2009,"szary-metallic","Polska","Nie","manualna"
19219,18000,115,"Ford","Mondeo","4/5",2000,203000,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19220,180000,420,"BMW","M3","2/3",3999,65900,"benzyna",2008,"bialy","Niemcy","Nie","manualna"
19221,13800,60,"Peugeot","206","4/5",1200,66000,"benzyna",2002,"niebieski-metallic","Polska","Nie","manualna"
19222,68000,143,"Audi","A4","4/5",1968,130000,"olej napędowy (diesel)",2008,"czarny","Niemcy","Nie","manualna"
19223,34900,105,"Volkswagen","Passat","4/5",1896,185000,"olej napędowy (diesel)",2006,"granatowy-metallic","Niemcy","Nie","manualna"
19224,21500,120,"Renault","Espace","4/5",1870,165500,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19226,16300,70,"Skoda","Fabia","4/5",1422,155300,"olej napędowy (diesel)",2007,"srebrny","Polska","Nie","manualna"
19227,45900,150,"Volkswagen","Passat","4/5",1984,98000,"benzyna",2007,"zloty-metallic","Polska","Nie","manualna"
19228,26000,143,"Mercedes-Benz","C 220","2/3",2148,230000,"olej napędowy (diesel)",2002,"srebrny-metallic","Francja","Nie","manualna"
19229,16900,95,"Fiat","Stilo","2/3",1368,109000,"benzyna",2005,"srebrny-metallic","Polska","Nie","manualna"
19231,28700,110,"Toyota","Avensis","4/5",1600,113450,"benzyna",2004,"srebrny-metallic","Polska","Nie","manualna"
19232,22900,75,"Audi","A2","4/5",1390,150000,"benzyna",2002,"grafitowy-metallic","Niemcy","Nie","manualna"
19233,13900,80,"Ford","Fusion","4/5",1388,85000,"benzyna",2003,"srebrny-metallic","Polska","Nie","manualna"
19234,42900,140,"Volkswagen","Passat","4/5",1968,130000,"olej napędowy (diesel)",2005,"zloty-metallic","Polska","Nie","manualna"
19235,12700,75,"Renault","Clio","4/5",1200,142000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19236,20900,130,"Skoda","Octavia","4/5",1896,182000,"olej napędowy (diesel)",2004,"granatowy-metallic","Niemcy","Nie","manualna"
19237,28900,130,"Volkswagen","Tiguan","4/5",1900,195000,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
19238,12899,132,"Ford","Mondeo","4/5",1998,241000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19239,44900,105,"Volkswagen","Passat","4/5",1896,170000,"olej napędowy (diesel)",2008,"czarny","Niemcy","Nie","manualna"
19240,43900,125,"Ford","Mondeo","4/5",1800,140000,"olej napędowy (diesel)",2008,"czarny-metallic","Francja","Nie","manualna"
19241,28700,100,"Skoda","Fabia","4/5",1897,31000,"olej napędowy (diesel)",2007,"bialy","Polska","Nie","manualna"
19242,226000,245,"Audi","A7","4/5",2967,8200,"olej napędowy (diesel)",2011,"czarny-metallic","Niemcy","Nie","automatyczna"
19243,16500,64,"Volkswagen","Polo","4/5",1896,166000,"olej napędowy (diesel)",2003,"czarny-metallic","Niemcy","Nie","manualna"
19244,22000,136,"Peugeot","407","4/5",2000,150000,"olej napędowy (diesel)",2005,"szary-metallic","Francja","Nie","automatyczna"
19245,27800,216,"Renault","Vel Satis","4/5",3000,174000,"olej napędowy (diesel)",2004,"czarny-metallic","Francja","Nie","automatyczna"
19246,33900,150,"Opel","Vectra","4/5",1910,92000,"olej napędowy (diesel)",2008,"czarny-metallic","Polska","Nie","manualna"
19247,21900,150,"BMW","320","2/3",1998,195000,"olej napędowy (diesel)",2002,"czarny","Niemcy","Nie","automatyczna"
19248,19999,105,"Volkswagen","Passat","4/5",1600,173000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19249,5734.56,70,"Peugeot","206","4/5",1868,138000,"olej napędowy (diesel)",2001,"srebrny-metallic","Francja","Tak","manualna"
19250,11999,82,"Renault","Clio","4/5",1500,18500,"olej napędowy (diesel)",2003,"zielony-metallic","Niemcy","Nie","manualna"
19251,69800,150,"BMW","318","4/5",2000,51000,"benzyna",2008,"czarny","Polska","Nie","manualna"
19252,15500,140,"Fiat","Stilo","4/5",1910,106242,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
19253,19900,147,"Opel","Vectra","4/5",2198,180000,"benzyna",2002,"granatowy","Niemcy","Nie","manualna"
19254,13300,90,"Ford","Focus","4/5",1753,169000,"olej napędowy (diesel)",2001,"czarny-metallic","Francja","Nie","manualna"
19255,17600,95,"Mercedes-Benz","A 170","4/5",1689,220000,"olej napędowy (diesel)",2002,"granatowy-metallic","Niemcy","Nie","manualna"
19256,11500,90,"Peugeot","206","2/3",1997,145000,"olej napędowy (diesel)",2001,"zielony","Francja","Nie","manualna"
19257,36950,80,"Volkswagen","Golf","4/5",1390,33000,"benzyna",2009,"grafitowy-metallic","Niemcy","Nie","manualna"
19259,55000,224,"Audi","A6","4/5",2967,210000,"olej napędowy (diesel)",2004,"fioletowy-metallic","Polska","Nie","automatyczna"
19260,8900,100,"Ford","Focus","4/5",1596,118000,"benzyna",2002,"niebieski-metallic","Polska","Nie","manualna"
19261,42000,122,"BMW","116","2/3",1600,45000,"benzyna",2008,"czarny","Niemcy","Nie","manualna"
19262,19500,100,"Volkswagen","Passat","4/5",1896,178000,"olej napędowy (diesel)",2002,"bialy","Niemcy","Nie","manualna"
19263,56900,150,"Volkswagen","Passat","4/5",1987,57200,"benzyna",2007,"czarny-metallic","Polska","Nie","manualna"
19265,30800,140,"Volkswagen","Passat","4/5",2000,180000,"olej napędowy (diesel)",2006,"granatowy","Niemcy","Nie","manualna"
19266,11028,115,"Renault","Megane","2/3",1870,130000,"olej napędowy (diesel)",2004,"srebrny-metallic","Francja","Tak","manualna"
19267,32900,110,"Peugeot","407","4/5",1600,104426,"olej napędowy (diesel)",2007,"bezowy-metallic","Polska","Nie","manualna"
19269,40000,105,"Audi","A3","4/5",1900,170000,"olej napędowy (diesel)",2006,"czarny-metallic","Polska","Nie","manualna"
19270,22900,130,"Volkswagen","Passat","4/5",1900,166423,"olej napędowy (diesel)",2005,"srebrny-metallic","Niemcy","Nie","manualna"
19271,39500,105,"Skoda","Octavia","4/5",1900,84900,"olej napędowy (diesel)",2007,"bordowy-metallic","Polska","Nie","manualna"
19272,12900,70,"Opel","Combo","2/3",1248,132000,"olej napędowy (diesel)",2005,"bialy","Polska","Nie","manualna"
19274,25999,70,"Volkswagen","Polo","4/5",1400,120000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
19275,23300,130,"Volkswagen","Passat","4/5",1900,220000,"olej napędowy (diesel)",2003,"niebieski-metallic","Niemcy","Nie","manualna"
19276,44500,140,"Volkswagen","Passat","4/5",1968,105000,"olej napędowy (diesel)",2005,"zielony-metallic","Polska","Nie","manualna"
19277,32500,120,"Peugeot","308","4/5",1598,9000,"benzyna",2008,"czarny","Francja","Nie","automatyczna"
19278,29900,150,"Toyota","Avensis","4/5",1998,95100,"benzyna",2003,"czerwony","Polska","Nie","manualna"
19279,19900,110,"Peugeot","307","4/5",1600,180000,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","manualna"
19281,18900,90,"Volkswagen","Golf","4/5",1896,180000,"olej napędowy (diesel)",2001,"granatowy-metallic","Niemcy","Nie","manualna"
19282,24500,120,"Opel","Vectra","4/5",1910,160000,"olej napędowy (diesel)",2005,"granatowy","Niemcy","Nie","manualna"
19283,23500,136,"Volkswagen","Passat","4/5",1968,175000,"olej napędowy (diesel)",2004,"granatowy-metallic","Niemcy","Nie","manualna"
19284,18900,120,"Renault","Scenic","4/5",1900,126000,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","manualna"
19285,8000,54,"Fiat","Seicento","2/3",1108,43000,"benzyna",2003,"czerwony","Polska","Nie","manualna"
19286,39900,140,"Volkswagen","Passat","4/5",2000,209000,"olej napędowy (diesel)",2007,"zielony-metallic","Polska","Nie","manualna"
19287,25999,84,"Fiat","Doblo","4/5",1300,128000,"olej napędowy (diesel)",2008,"bezowy-metallic","Polska","Nie","manualna"
19288,14500,75,"Renault","Thalia","4/5",1390,100789,"benzyna",2003,"granatowy","Polska","Nie","manualna"
19290,94500,235,"BMW","530","4/5",2993,160000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","automatyczna"
19291,7700,120,"Ford","Fiesta","4/5",1596,51000,"benzyna",2009,"fioletowy-metallic","Niemcy","Tak","manualna"
19292,25900,69,"Toyota","Yaris","4/5",998,52000,"benzyna",2009,"czerwony","Polska","Nie","manualna"
19293,23800,105,"Opel","Astra","2/3",1600,82,"benzyna",2005,"srebrny-metallic","Polska","Nie","manualna"
19294,41900,140,"Audi","A4","4/5",2000,247000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","manualna"
19295,23800,105,"Opel","Astra","2/3",1598,82,"benzyna",2005,"srebrny-metallic","Polska","Nie","manualna"
19296,88800,197,"BMW","525","4/5",2993,141000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","automatyczna"
19297,12500,68,"Toyota","Yaris","2/3",998,72000,"benzyna",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19298,12999,79,"Renault","Scenic","4/5",1600,156000,"benzyna",2001,"srebrny-metallic","Niemcy","Nie","manualna"
19299,19900,75,"Ford","Transit Conne","4/5",1800,102000,"olej napędowy (diesel)",2007,"zolty","Francja","Nie","manualna"
19300,11200,100,"Opel","Astra","2/3",1598,124000,"benzyna",2001,"czarny-metallic","Niemcy","Nie","manualna"
19301,18900,150,"Toyota","RAV-4","2/3",1998,156000,"benzyna",2001,"czarny","Niemcy","Tak","manualna"
19303,20500,90,"Volkswagen","Golf","4/5",1900,110000,"olej napędowy (diesel)",2006,"niebieski-metallic","Niemcy","Tak","manualna"
19304,37900,150,"Opel","Vectra","4/5",1900,123000,"olej napędowy (diesel)",2007,"bezowy-metallic","Polska","Nie","manualna"
19305,29500,131,"Audi","A6","4/5",1896,186000,"olej napędowy (diesel)",2003,"grafitowy-metallic","Niemcy","Nie","manualna"
19306,85800,197,"BMW","525","4/5",2993,133000,"olej napędowy (diesel)",2008,"czarny-metallic","Niemcy","Nie","automatyczna"
19307,15400,90,"Peugeot","207","4/5",1560,36000,"olej napędowy (diesel)",2007,"bialy","Francja","Tak","manualna"
19309,37900,90,"Opel","Astra","4/5",1248,78000,"olej napędowy (diesel)",2009,"grafitowy-metallic","Polska","Nie","manualna"
19310,23900,110,"Peugeot","307","4/5",1560,123000,"olej napędowy (diesel)",2007,"grafitowy-metallic","Polska","Nie","manualna"
19311,17990,82,"Renault","Clio","4/5",1500,116000,"olej napędowy (diesel)",2005,"granatowy-metallic","Niemcy","Nie","manualna"
19312,24400,131,"Volkswagen","Passat","4/5",1900,211000,"olej napędowy (diesel)",2003,"czarny-metallic","Niemcy","Nie","manualna"
19314,27900,60,"Fiat","Panda","4/5",1242,3600,"benzyna",2010,"srebrny","Polska","Nie","manualna"
19315,17900,125,"Opel","Zafira","4/5",1800,164000,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19316,27900,115,"Opel","Astra","4/5",1598,123000,"benzyna",2007,"grafitowy-metallic","Niemcy","Nie","manualna"
19317,83500,197,"BMW","525","4/5",2993,146000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","automatyczna"
19318,13800,80,"Ford","Fiesta","2/3",1300,12334,"benzyna",2006,"granatowy-metallic","Francja","Nie","manualna"
19319,37495.2,150,"Mercedes-Benz","E 220","4/5",2200,240000,"olej napędowy (diesel)",2005,"czarny","Niemcy","Tak","automatyczna"
19320,36900,140,"Renault","Laguna","4/5",2000,22000,"benzyna",2008,"zloty-metallic","Polska","Nie","manualna"
19321,11900,120,"Renault","Laguna","4/5",1900,137000,"olej napędowy (diesel)",2001,"srebrny-metallic","Niemcy","Nie","manualna"
19322,17900,68,"Renault","Modus","4/5",1461,96000,"olej napędowy (diesel)",2004,"srebrny-metallic","Francja","Nie","automatyczna"
19323,9500,90,"Ford","Focus","4/5",1753,193000,"olej napędowy (diesel)",2002,"niebieski","Polska","Nie","manualna"
19325,19900,75,"Renault","Clio","4/5",1149,119000,"benzyna",2008,"brazowy-metallic","Polska","Nie","manualna"
19326,12900,116,"Ford","Mondeo","4/5",2000,177000,"olej napędowy (diesel)",2001,"czarny-metallic","Niemcy","Nie","manualna"
19327,22900,136,"Peugeot","607","4/5",2200,178000,"olej napędowy (diesel)",2003,"srebrny-metallic","Francja","Nie","manualna"
19328,27900,90,"Opel","Corsa","4/5",1364,39000,"benzyna",2008,"grafitowy-metallic","Niemcy","Nie","manualna"
19329,46900,120,"Toyota","Hilux","4/5",2500,8397,"olej napędowy (diesel)",2010,"czerwony","Polska","Tak","manualna"
19331,16500,105,"Renault","Megane","2/3",1461,12000,"olej napędowy (diesel)",2010,"wisniowy-metallic","Francja","Tak","manualna"
19332,18900,75,"Renault","Clio","4/5",1200,94000,"benzyna",2005,"bordowy-metallic","Niemcy","Nie","manualna"
19333,27900,116,"Toyota","RAV-4","2/3",2000,199999,"olej napędowy (diesel)",2002,"srebrny-metallic","Francja","Nie","manualna"
19334,19900,90,"Toyota","Corolla","4/5",2000,228000,"olej napędowy (diesel)",2002,"srebrny-metallic","Francja","Nie","manualna"
19335,21900,150,"BMW","320","4/5",2000,207000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19336,32900,129,"Toyota","Avensis","4/5",1794,121000,"benzyna",2004,"srebrny-metallic","Polska","Nie","manualna"
19338,14900,131,"Ford","Mondeo","4/5",1998,224000,"olej napędowy (diesel)",2002,"granatowy","Niemcy","Nie","manualna"
19341,9400,148,"Opel","Astra","2/3",2200,116000,"benzyna",2003,"czarny-metallic","Niemcy","Nie","manualna"
19342,21900,122,"BMW","320","4/5",2000,177000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19343,26600,95,"Peugeot","207","4/5",1397,73126,"benzyna",2008,"szary-metallic","Polska","Nie","manualna"
19344,21900,110,"Peugeot","307","4/5",1560,158000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","manualna"
19346,24500,57,"Fiat","Grande Punto","4/5",1368,70859,"benzyna",2008,"bordowy-metallic","Polska","Nie","manualna"
19347,9900,75,"Ford","Focus","4/5",1388,156000,"benzyna",2001,"srebrny-metallic","Polska","Nie","manualna"
19348,14900,100,"Opel","Astra","4/5",1995,200000,"olej napędowy (diesel)",2003,"srebrny-metallic","Niemcy","Nie","manualna"
19349,12000,54,"Fiat","Panda","4/5",1100,82000,"benzyna",2004,"srebrny","Polska","Nie","manualna"
19350,12600,143,"Toyota","Celica","2/3",1800,171000,"benzyna",2002,"czarny","Niemcy","Tak","manualna"
19351,21700,105,"Volkswagen","Passat","4/5",1896,188000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
19352,19500,100,"Volkswagen","Passat","4/5",1896,180000,"olej napędowy (diesel)",2003,"granatowy","Niemcy","Nie","manualna"
19353,15500,101,"Opel","Zafira","4/5",1995,170000,"olej napędowy (diesel)",2002,"srebrny-metallic","Francja","Nie","manualna"
19354,11900,130,"Ford","Mondeo","4/5",2000,155000,"olej napędowy (diesel)",2002,"srebrny-metallic","Polska","Nie","manualna"
19355,19000,121,"Audi","A6","4/5",2400,262000,"benzyna",2001,"granatowy-metallic","Polska","Nie","automatyczna"
19357,23000,130,"Ford","Mondeo","4/5",20,245000,"olej napędowy (diesel)",2005,"szary-metallic","Polska","Nie","manualna"
